id,name,phone,address,postal_code,lat,lng,category,hours,description,image,link,review_count,rating,category_kakao,description_kakao,last_order,kakao_place_id,kakao_place_url,menu_price_min,menu_price_median,menu_count,has_parking,has_group_seating,has_private_room,has_baby_chair,has_kids_menu,allows_pets,has_disabled_access,hours_source
25453046,Hangong-Gan,+82 10-7223-4247,"Seoul 561-4 Yeonnam-dong, Mapo-gu",03988,37.56104,126.92041,"Asian, Korean, Fusion",월 17:00~24:00 / 수 17:00~24:00 / 목 17:00~24:00 / 금 17:00~24:00 / 토 17:00~24:00 / 일 17:00~24:00,"Travelers' Choice 2025 If you are looking for a real hidden gem in hongdae/yeonnam, here we are. I am pretty sure that this will be your best Asian gastronomy experience in Korea. Escaping from the crowded main street, don’t hesitate to try this funky adventure. Welcome to my cooking laboratory.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d25453046-Reviews-Hangong_Gan-Seoul.html,278,5.0,Fusion,We serve Asian cuisine in a small shop with 14 seats.,일 23:15 / 월 23:15 / 수 23:15 / 목 23:15 / 금 23:15 / 토 23:15,1745787460,https://place.map.kakao.com/1745787460,13000,23000,11,true,,,,,,,kakao
21127141,Cleo,+82 2-2076-2050,Seoul 1F,04392,37.528584,126.99311,"Mediterranean, Middle Eastern",월 06:30~22:00 / 화 06:30~22:00 / 수 06:30~22:00 / 목 06:30~22:00 / 금 06:30~22:00 / 토 06:30~22:00 / 일 06:30~22:00,"Cleo provides a warm, social setting to enjoy shareable dishes that feature traditional flavors with a modern twist. The classic and the contemporary come together to create a dining experience like no other. Whether it's a quick bite or an indulgent feast, Cleo's casual-cool ambiance makes it the perfect destination for any occasion.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d21127141-Reviews-Cleo-Seoul.html,310,4.8,Western,Wood-fired pizza and kebabs bursting with Middle Eastern vibes.,,2056241292,https://place.map.kakao.com/2056241292,33000,69000,5,true,true,,true,true,,,kakao
9105334,Maple Tree House - Itaewon,+82 2-790-7977,"Seoul 26, Itaewon-ro 27ga-gil, Yongsan-gu",04350,37.534874,126.994026,"Barbecue, Asian, Korean",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d9105334-Reviews-Maple_Tree_House_Itaewon-Seoul.html,535,4.2,"Meat, Korean BBQ",Premium Korean beef barbecue infused with charcoal aroma.,일 21:30 / 월 14:30 / 월 21:30 / 화 14:30 / 화 21:30 / 수 14:30 / 수 21:30 / 목 14:30 / 목 21:30 / 금 14:30 / 금 21:30 / 토 21:30,11646433,https://place.map.kakao.com/11646433,13900,14900,5,true,true,,,,,,kakao
2327459,Buddha's Belly,+82 2-749-0903,"Seoul 48, Noksapyeong-daero 40-gil, Yongsan-gu",04345,37.534294,126.98858,"Asian, Thai",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:30 / 토 11:30~22:30 / 일 11:30~22:00,"Travelers' Choice 2025 ※ Present a same-day parking ticket to receive a ₩2,000 discount for every ₩40,000 spent on dining (up to ₩10,000). Yongsan-gu Office Parking Lot 1 hour - 2,700 won 2 hours - 5,700 won Dongho Parking Lot 1 hour - 4,000 won 2 hours - 8,000 won",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d2327459-Reviews-Buddha_s_Belly-Seoul.html,322,4.6,Thai,* We provide parking discounts when using Dongho Parking Lot and nearby parking areas. * Reservations can be made via Naver or Catch Table.,,17011339,https://place.map.kakao.com/17011339,9900,24200,10,,,,,,true,true,kakao
4562449,SUT - The Butcher's Edge,+82 2-6137-7110,"Seoul 23-1 Yeouido-dong 37F, Conrad Seoul",07326,37.52542,126.92661,"Steakhouse, Bar, Grill, Fusion",Sun 11:00~00:00 / Mon 11:30~00:00 / Tue 11:30~00:00 / Wed 11:30~00:00 / Thu 11:30~01:00 / Fri 11:30~01:00 / Sat 11:00~01:00,"Travelers' Choice 2025 Rising above the Seoul skyline at the pinnacle of Conrad Seoul, SUT. The Butcher’s Edge redefines the art of steak through fire, time, and craftsmanship. USDA Prime Beef and Australian King River Beef are carefully dry-aged to develop their optimal flavor, while all cuts, including Korea’s finest nulliparous Korean beef, are seared over charcoal flames to fully enhance their natural taste. An elegant omakase-style dining journey, paired with the sommelier’s carefully curated wine selections, invites guests to experience the true harmony of flavor, texture, and artistry. Experience the essence of fire, the depth of aging, and the beauty of the moment and discover a new definition of luxury dining at SUT.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d4562449-Reviews-SUT_The_Butcher_s_Edge-Seoul.html,291,4.7,,,,,,,,,,,,,,,,tripadvisor
14090441,853,+82 2-733-0853,"Seoul 16, Insa-Dong 12-Gil",03146,37.574703,126.98509,"Barbecue, Asian, Korean, Grill",월 11:30~22:00 / 화 11:30~22:00 / 수 11:30~22:00 / 목 11:30~22:00 / 금 11:30~22:00 / 토 11:30~22:00 / 일 11:30~22:00,"Travelers' Choice 2025 ■ Korean BBQ Restaurant '853' ■ "" We serve authentic Korean pork BBQ With 853 grill Know-how"" ■ BBQ Menu ○ Pork Blade Shoulder(moksal) (150g/100g 12,000)-18,000 ○ Pork Belly (Samgyeopsal) (150g/100g 12,000)- 18,000 ○ Pork cheek meat(Gabrisal) (150g / 100g 14,000)- 21,000 ○ Pork Neck(hangjeongsal) (150g / 100g 14,666)- 22,000 ■ business our: 11:30~22:00 ■ Lunch menu 11:30~14:30, Last Oder: 14:00 everyday. ■ Last Oder Time: 21:20 everyday.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d14090441-Reviews-853-Seoul.html,248,4.7,"Meat, Korean BBQ",'853' is a popular restaurant located near Exit 6 of Anguk Station in Insadong.,일 21:20 / 월 21:20 / 화 21:20 / 수 21:20 / 목 21:20 / 금 21:20 / 토 21:20,1491327179,https://place.map.kakao.com/1491327179,14000,18000,5,,,,,,,,kakao
9018255,Gop Mapo,+82 507-1324-5201,Seoul 31-1 Dohwa-Gil Mapo-gu,,37.54103,126.94938,"Barbecue, Asian, Korean",월 16:00~23:30 / 화 16:00~23:30 / 수 16:00~23:30 / 목 16:00~23:30 / 금 16:00~23:30 / 토 16:00~23:30 / 일 15:00~23:00,"Travelers' Choice 2025 ""Experience Authentic Korean BBQ with Gopchang at Gop Mapo! Since 2009, Gop Mapo has been a go-to spot for gopchang (beef intestine) lovers. Featured in Korean media and recognized by the Blue Ribbon Survey (Korean Michelin), we offer a top-tier dining experience. We serve only the freshest Korean beef intestines, complemented by homemade side dishes. Don’t miss our signature fried rice—perfect for finishing off your meal. Enjoy the vibrant atmosphere, full of diners embracing the lively Korean Pocha culture. Solo diners are welcome too, with single-person set menus available (except from 18:00 to 20:00). Services: - Reservations via Instagram DM (English & Japanese) - Free Wi-Fi - Menus in English, Japanese, and Chinese""",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d9018255-Reviews-Gop_Mapo-Seoul.html,814,4.9,Gopchang (grilled beef intestines),A featured restaurant from Heo Young-man's 'Baekban Gihang' show! This is the Mapo branch of Gop.,,21732408,https://place.map.kakao.com/21732408,1000,12000,29,true,,,,,,,kakao
3568808,Odarijip Myeongdong,+82 2-778-6769,"Seoul 28, Myeongdong 8na-gil 2F,  Savoy Hotel Seoul",04536,37.561398,126.98342,"Seafood, Asian, Korean",Sun 09:00~23:45 / Mon 09:00~23:45 / Tue 09:30~23:45 / Wed 09:00~23:45 / Thu 09:00~23:30 / Fri 09:00~23:45 / Sat 09:00~23:45,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d3568808-Reviews-Odarijip_Myeongdong-Seoul.html,211,4.4,,,,419569579,https://place.map.kakao.com/419569579,,,,,,,,,,,tripadvisor
7788204,Yeji Sikdang,+82 2-777-1820,"Seoul 42-2, Myeongdong 1-ga, Jung-gu",04534,37.564648,126.984566,"Asian, Korean",월 05:30~21:00 / 화 05:30~21:00 / 수 05:30~21:00 / 목 05:30~21:00 / 금 05:30~21:00 / 토 05:30~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d7788204-Reviews-Yeji_Sikdang-Seoul.html,136,4.4,Korean,,,21233275,https://place.map.kakao.com/21233275,8000,9000,5,,,,,,,,kakao
26689688,Seoul Garage Bar,+82 10-6630-6980,Seoul 4 Jong-ro 14-gil 1st Floor,,37.569843,126.98669,"Bar, Pizza, Asian, Korean, Pub",Sun 14:00~20:00 / Mon 18:00~02:00 / Tue 18:00~02:00 / Wed 18:00~02:00 / Thu 18:00~02:00 / Fri 18:00~02:00 / Sat 14:00~02:00,Travelers' Choice 2025 Temporarily closed.,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d26689688-Reviews-Seoul_Garage_Bar-Seoul.html,97,5.0,,,,,,,,,,,,,,,,tripadvisor
27697272,Cafe Pokpo,,Seoul 262-29 Yeonhui-ro Seodaemun-gu,03653,37.581264,126.93703,"Asian, Korean",Sun 10:00~21:00 / Mon 10:00~21:00 / Tue 10:00~21:00 / Wed 10:00~21:00 / Thu 10:00~21:00 / Fri 10:00~21:00 / Sat 10:00~21:00,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d27697272-Reviews-Cafe_Pokpo-Seoul.html,12,4.8,,,,,,,,,,,,,,,,tripadvisor
26779314,Wonjomanlgobchang,+82 2-2678-0170,"Seoul 17-1, Gyeongin-ro 79-gil, Yeongdeungpo-gu First Floor",,37.51502,127.01647,"Asian, Korean",월 16:00~22:30 / 화 16:00~22:30 / 수 16:00~22:30 / 목 16:00~22:30 / 금 16:00~23:00 / 토 12:30~22:30 / 일 12:30~22:00,Travelers' Choice 2025,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d26779314-Reviews-Wonjomanlgobchang-Seoul.html,354,4.9,Gopchang (grilled beef intestines),"Introducing the original garlic beef tripe brand, created by a 15-year tripe expert.",,575588981,https://place.map.kakao.com/575588981,5000,26000,8,,,,,,,,kakao
7132369,Hongdae Dakgalbi,+82 2-2245-5222,"Seoul 31-10, Wausan-ro 21-gil, Mapo-gu 1F",04041,37.55206,126.921814,"Asian, Korean, Grill, Assyrian, Indigenous",Sun 11:00~22:30 / Mon 11:00~22:30 / Tue 11:00~22:30 / Wed 11:00~22:30 / Thu 11:00~22:30 / Fri 11:00~22:30 / Sat 11:00~22:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d7132369-Reviews-Hongdae_Dakgalbi-Seoul.html,145,4.6,,The original cheese fondue dakgalbi with a 30-year tradition.,,195237877,https://place.map.kakao.com/195237877,14000,15000,2,,,,,,,,tripadvisor
20941492,Privilege Bar,+82 2-2076-2071,Seoul Rf,04392,37.528584,126.99312,"Bar, Pub, Wine Bar",Sun 18:00~00:00 / Mon 18:00~00:00 / Tue 18:00~00:00 / Wed 18:00~00:00 / Thu 18:00~00:00 / Fri 18:00~02:00 / Sat 18:00~02:00,"Privilege bar offers an indoor-outdoor experience on the rooftop floor. The stylish interior has been designed to create an enjoyable environment, where all are welcome. This smoothly transitions into an evening of socializing under the stars, with a soundtrack provided by world-class DJs. Privilege rooftop bar is well-stocked with a selection of some of the finest single malt whiskeys, as well as a wide variety of international wines by the glass.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d20941492-Reviews-Privilege_Bar-Seoul.html,176,4.9,,Enjoying cocktails with a sunset view in the city.,,1204490733,https://place.map.kakao.com/1204490733,,,,true,,,,,,,tripadvisor
25353516,Bogwangjung Itaewon,+82 10-3648-3118,"Seoul 118, Bogwang-ro Yongsan-gu, 1F",04406,37.533276,126.994514,"Barbecue, Asian, Korean",월 16:00~24:00 / 화 16:00~24:00 / 수 16:00~24:00 / 목 16:00~24:00 / 금 16:00~24:00 / 토 12:00~24:00 / 일 12:00~24:00,"Travelers' Choice 2025 This is Bogwangjeong CEO Park Se-hyeon and Dong-hoon Lee. We came together with new dreams and aspirations in 'Itaewon' and opened a Sapgyeolsal meat restaurant. 'Bogwangjeong' is a place where we share our passion for meat and cooking, and deliver special experiences and satisfaction to our customers.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d25353516-Reviews-Bogwangjung_Itaewon-Seoul.html,196,5.0,Samgyeopsal (grilled pork belly),Thick domestic pork belly grilled by our staff.,,1311957333,https://place.map.kakao.com/1311957333,1000,11000,14,,,,,,,,kakao
4171321,Brooklyn The Burger Joint,+82 2-533-7180,"Seoul 51-13, Donggwang-ro 43-gil, Seocho-gu 1f",06579,37.497387,127.000626,"American, Fast Food, Diner",월 11:00~21:30 / 화 11:00~21:30 / 수 11:00~21:30 / 목 11:00~21:30 / 금 11:00~21:30 / 토 11:00~21:30 / 일 11:00~21:30,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/98/d7/f5/caption.jpg?w=200&h=200&s=1&cx=4371&cy=2305&chk=v1_61d445397c32bc84ce48,https://www.tripadvisor.com/Restaurant_Review-g294197-d4171321-Reviews-Brooklyn_The_Burger_Joint-Seoul.html,178,4.5,Burger,A delightful combination of crispy bread filled with sesame and rich meat flavors.,일 21:00 / 월 21:00 / 화 21:00 / 수 21:00 / 목 21:00 / 금 21:00 / 토 21:00,21331695,https://place.map.kakao.com/21331695,7500,12200,19,true,true,,true,,,,kakao
