place_key,source_cid,lang,kind,category,name,summary,description,road_address,latitude,longitude,hours,fee,tags,homepage_url,start_date,end_date
036971,ENP036971,en,attraction,Culture > Parks,Salgoji-gil,A scenic path perfect for taking some beautiful autumn ginkgo trees and silver grass fields.,"Beginning at Gwangnaru-gil (284-108, Seongsu-dong 2-ga, Seongdong-gu) while sometimes referred to as the ""Ginkgo Tree Trail,"" Salgoji-gil is a beautiful path for taking that autumn stroll. The trail runs until Ttukseom-gil (72-129, Seongsu-dong 1-ga, Seongdong-gu) and earned its name from the Salgoji Bridge, which was built during the Joseon Dynasty and designated as National Treasure no. 1738 several decades later. The trail attracts crowds of eager walkers looking to enjoy a nice stroll as the trail itself connects where the Cheonggyecheon Stream meets the Hangang River. Along the trail, you can see Hanyang University, Hanyang Women's University, Seoul Metropolitan Facilities Management Corporation, and other sights of the city.","200, Gwangnaru-ro, Seongdong-gu, Seoul",37.5505019913233,127.05231217144,,,"GinkgoTreeRoad, SeongsuHighlights, SeoulWalkingCourse, SeongsudongDate, MapleTreeRoadSalgojigil, SeongsudongTrail, SeoulRoad, DatingCourse",,,
035621,ENP035621,en,attraction,Culture > Parks,Metasequoia Forest Park,"Come enjoy this lush, flourishing forest park open all year round.","If you go from the stairs of Haneul Park toward the N anji Sunhwan-gil, you'll come to a dirt road lined by metasequoia trees. Rain or shine, with the trees at full growth covering the path below, it's perfect for taking a stroll anytime. There are even deck areas scattered about for picnics with a path that also leads up to Haneul Park in Sangam-dong.","95, Haneulgongwon-ro, Mapo-gu, Seoul",37.5690794796181,126.886318397942,Open year round,,"Mapogu, BikePath, Nature, Mapo, ForestPath, ForestPark, Metasequoia",,,
035622,ENP035622,en,attraction,Culture > Parks,Hwarangdae Railroad Park,Come explore the last section of the Gyeongchun Line Forest Park where the once Hwarangdae Station once stood!,"Located at the last section of the Gyeongchun Line Forest Park, the last way station of Seoul and former stop, Hwarangdae Station, has now been turned into a park! The park is lined with old trains that were once in operation at one point in time, and is also home to a light garden, railroad and time museum, train cafe, and much more! The light garden is set up across a 400 m section of the former Hwarangdae Station area, while offering 10 unique night courses with differently-themed sculptures that includes a secret flower garden, light tunnel, music garden, light garden, sky light garden, tree of life, fantasy train station, Milky Way garden, forest storyland, and firefly garden.","608, Hwarang-ro, Nowon-gu, Seoul",37.6244509765399,127.093089721731,224/7,,"HwarangdaeRailroadPark, HwarangdaeStation, GyeongchunLineForestPark, RailroadPark, Nature, Parks",,,
035118,ENP035118,en,attraction,Culture > Parks,Hangang Art Park,"A beautiful interactive park and resting area for visitors to enjoy up to 37 different public art works that put an artistic spin on the Hangang River from a cultural arts perspective. Stop on by for some personal healing amid the cold, bustling life of the city in this beautifully imaginative park dedicated to the arts filled with inspiration, wonder, and enjoyment.","Breaking away from the common idea that the Hangang River serves as simply a place of leisure and picnicking, the Hangang Art Park aims to present the river in a much different light. Guided by the philosophy, ""Hangang, art in the flow,"" the park seeks to create a Hangang River that gently flows along its course at the hands of artistry. In other words, the goal is to advocate the rebirth of the Hangang River park area as a place of thoughtful communication and exchange, in line with the concept of a more stimulating and impactful form of leisure that naturally melds with the ""stop"" and ""flow"" of the river body itself. The artwork found at the park was selected through a series of art competitions that featured both professional artists and artists among the public. An artwork selection committee, comprised of specialists from a variety of fields, then worked faithfully to develop and promote the chosen artwork, which the committee had selected on the basis of not only the representation of geographical characteristics, but also substance and diversity. It was through this process of selection that the artwork currently on display was chosen, all of which belong to one of the four specified themes of the park: ""Lively,"" ""Relaxed,"" ""Inspiring,"" and ""Secretive.""","330, Yeouidong-ro, Yeongdeungpo-gu, Seoul, Korea",37.5263478340955,126.933595205135,Always open,Free admission,"HangangRiver, HangangArtPark, Art, Park, HangangPark, ArtPark",,,
035072,ENP035072,en,attraction,Culture > Parks,Nanjicheon Park,"The combination of ponds, streams, and grassy fields make this natural park great for taking a stroll.","Nanjicheon Park is one of the four, themed sub-parks of World Cup Park. However, unlike that of the popular Haneul Park, visitors don't frequent it as much. The park offers splendid scenery harmoniously harboring beautiful ponds, streams, and grassy fields. Park-goers can also get a peek at some of the well-preserved, various aquatic plants and flowers that are not easy to come by in the city. Visitors can even see in plain sight the distant skyline of the Sangam Digital Media City once outside of the flourishing vegetation around the pond.","365, World Cup-ro, Mapo-gu, Seoul",37.5711561301509,126.887391519322,,,"NanjicheonPark, Park, Sangam, Sangamdong, WorldCup, Nanjicheon, WorldCupPark",,,
034587,ENP034587,en,attraction,Culture > Parks,Gyeongchun Line Forest Street Arts,"Take part in a magical time at the Hwarangdae Railroad Park. Through the Gyeongchun Line (Railroad) Forest Street Arts, visitors can experience a new appreciation of the path that is visited casually in citizens' everyday lives.","There is nothing you can't do if you use your imagination in the moment that art comes to life in the streets. Art, which was difficult to approach, became a tool for seeing life differently and allowed citizens to break away from the familiar to enjoy art in everyday life. The Gyeongchun Line (Railroad) Forest Street Arts creates cultural spaces both inside and outside of the theater. It approaches citizens with programs that everyone can enjoy.","608, Hwarang-ro, Nowon-gu, Seoul",37.6244923212463,127.093103140084,17:00 - 20:00,Free admission and parking at the outdoor parking lot,"Circus, KoreaMilitaryAcademy, GgumgilFleamarket, MusicTheatre, RailroadPark, Mime, Romance, ArtFleaMarket, HwarangdaeStation, Handicraft, StreetArts, Play, Comedy, Photozone, Gongneungdong, GyeongchungLineRailroadForest, Nonverbal, Youth",https://www.nowonart.kr/kr/,,
029458,ENP029458,en,attraction,Culture > Parks,Solbat Neighborhood Park,"Solbat Neighborhood Park is a pine forest park located in Gangbuk-gu, Ui-dong.","Solbat Neighborhood Park is a pine forest park located in Gangbuk-gu, Ui-dong. Located near a residential area in Seoul, this park is surrounded by residential homes. The slope of the park's path is gentle and are frequently enjoyed by pedestrians, cyclists, or rollerbladers.","561 Samyang-ro, Gangbuk-gu, Seoul",37.65301233181243,127.01225229498938,,,"Park, Pine Forest, Rest, Greenery, Ui-dong, Solbat Neighborhood Park, Gangbuk-gu, Leisure, Pine Tree, April 19th National Cemetery Station",,,
029239,ENP029239,en,attraction,Culture > Parks,Noksapyeong Station Underground Art Garden,"Noksapyeong Station Underground Art Garden was built and brought to light through efforts of ""Noksapyeong Station Public Art Project"".","Noksapyeong Station Underground Art Garden was built and brought to light through efforts of ""Noksapyeong Station Public Art Project"". A 6,942 m2 subway station, this multi-level facility is divided into three themes - ""Light"" for B1 Main Hall, ""Forest"" for B4 Station Facilities, ""Ground"" for B5 subway platforms - where many different public art is displayed and installed for the enjoyment of its visitors.","B 195, Noksapyeong-daero, Yongsan-gu, Seoul",37.534830968963725,126.98702937858346,,,"UndergroundArt, Itaewon, NoksapyeongStation, Garden, PublicArt, UndergroundGarden",,,
028776,ENP028776,en,attraction,Culture > Parks,Children's Grand Park - Dog Park,The dog park located inside Children's Grand Park is a place where dogs are allowed to run freely without a leash.,"The dog park located inside Children's Grand Park is a place where dogs are allowed to run freely without a leash. One of the 3 places operated by Seoul Metropolitan Government, this dog park is located near the back entrance of Children's Grand Park and free for registered pets and owners who are 13 years or older. The other two public dog parks are located in Seoul World Cup Stadium and Boramae Park. ※ Dog Park Regulations 1. Dogs must be accompanied by their owners in the park. 2. Leash and waste bag are mandatory upon entrance to park. 3. Owners must supervise their dogs to prevent outbreaks of fighting. 4. Aggressive, sick dogs or dogs in heat are prohibited from entrance. 5. Smoking and food is prohibited inside park. 6. Please refrain from rude behavior and actions which threaten other dogs and pet owners.","216, Neungdong-ro, Gwangjin-gu, Seoul, Korea (능동, 어린이대공원)",37.5520117024951,127.078772391405,Open daily from 00:00 to 24:00 (Closed during the winter season from December 21st to January 31st of the following year).,,"BoramaePark, PublicPark, SeoulWorldCupStadium, DogPark, Dogs, ChildrensGrandPark",https://animal.seoul.go.kr/animalplay/1,,
028658,ENP028658,en,attraction,Culture > Parks,Sowol-gil,"Sowol-gil was named after Kim Jeong-sik, the poet famous for his azalea poem.","Sowol-gil was named after Kim Jeong-sik, the poet famous for his azalea poem. The pathway, opened along Namsan's southern slopes, is 20 m wide and 3.7 km long. Walking along the peaceful path of Sowol-gil, visitors can view the high-rise buildings of Haebangchon and the beautiful scenery of Hangang River.","3, Sowol-ro, Jung-gu, Seoul, Korea",37.559371862901,126.97620246899,,,"Azaleas, Sowolgil, KimJeongsik, Path, Oraegage, Poet, Namsan, Hangang",http://english.seoul.go.kr/namsan-sowol-gil/,,
028656,ENP028656,en,attraction,Culture > Parks,Baekbeom Square Park,"Located in Namsan Mountain, Baekbeom Square Park can be found by walking up the mountain path from Hoehyeon-dong.","Located in Namsan Mountain, Baekbeom Square Park can be found by walking up the mountain path from Hoehyeon-dong. A statue of Kim Gu - a leader, an educator, a politician - symbolizes the spirit of patriotism which led to the Korea's independence. In front of the statue is a large grassy square and road leading up the mountain. Statues of General Kim Yu-shin's horse and Yi Si-yeong can also be found inside the park.","49-4, Toegye-ro 8-gil, Jung-gu, Seoul",37.55716034261421,126.97996332998764,,,"ModernHistory, Myeongdong, KoreanActivist, Namsan, IndependenceActivist, Statue, KimGu, Park, BaekbeomSquarePark, CulturalSite",,,
028280,ENP028280,en,attraction,Culture > Parks,Sajik Park,"Sajik Park is a park located in Sajik-dong, Jongno-gu.","Sajik Park is a park located in Sajik-dong, Jongno-gu. Inside the park, there is a children’s playground, an altar to state deities in the center with statues of Shin Saim-dang, Yi I, and other prominent figures erected on both sides. In the western portion of the park, a swimming pool, a snack store, and other facilities are available for the convenience of the park’s visitors.","5, Sajik-ro 9-gil, Jongno-gu, Seoul",37.57630583716928,126.96861959673517,,,"Park, Playground, SajikPark, GyeongbokgungStation, Statue, Gwanghwamun",http://english.seoul.go.kr/service/amusement/parks/?pidx=4,,
027691,ENP027691,en,attraction,Culture > Parks,Noeul Park,"Originally known as Nanjido and used as a landfill until the 90s, Noeul Park was able to transform itself into an eco-friendly park.","Originally known as Nanjido and used as a landfill until the 90s, Noeul Park was able to transform itself into an eco-friendly park through various urban regeneration and environmental projects. As part of World Cup Park, Noeul Park has become a greener place, offering up natural habitats for wildlife and recreational spaces for the citizens including sports facilities and various walking trails. At the observatory deck, visitors can see and admire the scenic view of Hangang River, Olympicdaegyo Bridge, and Nanji Hangang Park and Campground near Gayangdaegyo Bridge and Yanghwadaegyo Bridge all throughout the year. Electric shuttle buses are available for easier access to the Noeul Park observatory deck.","108-2 Haneulgongwon-ro, Mapo-gu, Seoul",37.5723261902,126.8818882942,"Daily 05:00 - 20:00
*Hours vary by month (Please check website for more information.)",,"SkyPark.Nightscape, HaneulPark, Camping, Ecofriendly, WorldCupPark, Park, GreenSpace, NoeulPark, Hiking",https://parks.seoul.go.kr/eng/main.do,,
023543,ENP023543,en,attraction,Culture > Parks,Oil Tank Culture Park,"The Oil Tank Culture Park is a park and cultural complex located in Mapo-gu, Seoul.","The Oil Tank Culture Park is a park and cultural complex located in Mapo-gu, Seoul. The park was originally an oil depot. The Seoul Metropolitan Government decided to transform the park into a public space in order to preserve this historically significant site while raising awareness of sustainability and urban regeneration. 6 oil reservoir tanks remain on site and they have been transformed into performance venues, exhibition halls, and learning spaces. The general public can enjoy cultural events, community activities, and much more at the Oil Tank Culture Park.","87, Jeungsan-ro, Mapo-gu, Seoul",37.5703456074,126.8950311952,Daily 10:00-18:00,Free admission,"Outdoors, OilReservoirCulturePark, WorldCupStadiumStation, Culture, Park, CulturalComplex, Seoul20, OilTankCulturePark",http://parks.seoul.go.kr/template/sub/culturetank.do,,
001562,ENP001562,en,attraction,Culture > Parks,Ujang Park,Ujang Park is a large public park located at Ujangsan Mountain.,"Ujang Park is a large public park located at Ujangsan Mountain. The name of the part and mountain are derived from a rain ritual that used to be held on the mountain. The park has several sports facilities and rest areas for visitors to use. The park and mountain abound with wildlife, trees and other greenery. With a soccer field, a spring water pavilion, and a loess trail perfect for barefoot walking, this park is well loved by many residents.","51-22, Gonghang-daero 42-gil, Gangseo-gu, Seoul",37.55096461543074,126.84953375951332,,,"Outdoors, HwagokStation, UjangPark, Nature, Mountains, UjangsanPark, Park",,,
001943,ENP001943,en,attraction,Culture > Parks,Yongma Falls Park,"Yongma Falls Park is home to the highest waterfall in the eastern part of Seoul, Yongma Waterfall.","Yongma Falls Park is home to the highest waterfall in the eastern part of Seoul, Yongma Waterfall. Yongma Peak is the highest of Achasan Mountain's peaks. The park has various attractions and facilities such as three artificial waterfalls, a pond, four swimming pools, a soccer field and a badminton court.","250-12, Yongmasan-ro, Jungnang-gu, Seoul",37.5733535419326,127.08912044129404,"Open daily
For more details, please refer to our website (About Artificial Falls Operation Hours)",,"YongmaFallsPark, Mountains, Waterfall, Park, YongmaPeak, Nature, Yongma, YongmasanStation, Achasan",http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200599,,
002100,ENP002100,en,attraction,Culture > Parks,Manguri Park,"Manguri Park is a sprawling cemetery park located in Mangu-dong, Seoul.","Manguri Park is a sprawling cemetery park located in Mangu-dong, Seoul. Because it is both a cemetery and park, there are many walking trails located throughout Manguri. Manguri park is the final resting place for notable figures in modern Korean history. The independence activists Han Young-un and O Se-Chang, artist Lee Jung-Seob, and Bang Jeong-Hwan.","2, Mangwoo-ro 91-gil, Jungnang-gu, Seoul",37.594009,127.114419,,,"SangbongStation, ManguriPark, History, ManguriCemetary, Walking, Nature, Park",https://manguripark.or.kr/,,
002269,ENP002269,en,attraction,Culture > Parks,Gocheok Neighborhood Park,The Gocheok Neighborhood Park is one of Guro-gu's most prominent public parks.,The Gocheok Neighborhood Park is one of Guro-gu's most prominent public parks. The park has beautiful murals and an abundance of trees. Visitors who are in the area will enjoy taking a stroll around the park.,"31, Gocheok-ro 45-gil, Guro-gu, Seoul",37.50534596036712,126.85305448201528,,,"Guro, Walking, Park, Gocheok, Library, Nature, GaebongStation",,,
003136,ENP003136,en,attraction,Culture > Parks,Cheongun Park,Cheongun Park is located in Cheongun-dong and stretches from Poet's Hill next to Jahamun Gate all the way towards the Cheongun Daycare Center.,"Cheongun Park is located in Cheongun-dong and stretches from Poet's Hill next to Jahamun Gate all the way towards the Cheongun Daycare Center. The K-drama ""Queen In-Hyun's Man"" once filmed here and one of the scenes famously featured a red telephone booth. The area features various community amenities, including the connected walking trail to Inwangsan, an entrance plaza, exercise and rest areas, and a ground fountain. Visitors can also enjoy a beautiful night view from the scenic point at Yun Dong-ju Poet’s Hill.","119, Changuimun-ro, Jongno-gu, Seoul",37.59069825358147,126.96633288020024,,,"YunDongJuLiteratureHouse, SunriseSpot, Nature, Mountains, GyeongbokgungStation, QueenInHyun, Park, CheongunPark, Inwangsan",,,
004513,ENP004513,en,attraction,Culture > Parks,Sayuksin Park,Sayuksin Park is located atop a hill between the Hangang River and Noryangjin Station.,"Sayuksin Park is located atop a hill between the Hangang River and Noryangjin Station. The park encompasses the historic Sayuksinmyo Tombs and the surrounding hilly area. The tombs hold the designation of Seoul Cultural Asset No. 8 and they are the burial site of seven Korean loyalists to the King Danjong, 6th king of the Joseon Dynasty. King Danjong was forced to abdicate by his uncle, who then assumed to the throne to become King Sejo. Seong Sam-Mun, Park Paeng-Nyeon, Ha Wi-Ji, Yi Gae, Yu Seong-Won, Yu Eung-Bu, and Kim Mun-Gi who opposed King Sejo and were buried here by the Hangang River.","191 Noryangjin-ro, Dongjak-gu, Seoul",37.5134562789,126.9494127201,Tue-Sat 09:00 - 18:00,,"History, HangangBridge, NodeulStation, Park, NoryangjinStation, Observatory, Yeouido, SayuksinPark, SayuksinmyoTombs, CulturalHeritage",https://parks.seoul.go.kr/parks/detailView.do?pIdx=103#,,
023466,ENP023466,en,attraction,Culture > Parks,Seoul Battleship Park,Seoul Battleship Park is one of Seoul's newest landmarks. Visit and explore a real battleship situated along the Hangang riverfront.,"Seoul Battleship Park is one of Seoul's newest landmarks. Visit and explore a real battleship situated along the Hangang riverfront. Weighing in at 1,900 tons, the Seoul Battleship is a genuine decommised naval battleship that has been transformed intoawaterfrontcultural complex.","407, Maponaru-gil, Mangwon-dong, Mapo-gu, Seoul",37.5557881539,126.8939560955,"Summer Season (March to October): Weekdays 10:00 - 19:00, Weekends 10:00 - 20:00
Winter Season (November to February): Weekdays 10:00 - 18:00, Weekends 10:00 - 18:00 (*Last admission is 30 minutes before closing)",,"Park, Hongdae, SeoulBattleshipPark, SinchonStation, HapjeongStation, MangwonStation, Hangang, Mangwondong",https://www.seoulbattleshippark.com/,,
016320,ENP016320,en,attraction,Culture > Parks,Naksan Park at Night,See the Seoul City Wall and beautiful views of downtown Seoul at Naksan Park.,"Naksan Park, located in Jongo-gu, is a great place to see the Seoul City Wall and take in views of downtown Seoul. The park is famous for the beauty of its nighttime views and the city wall. Seoul during the Joseon Dynasty was smaller than it is today. At the time, there were four mountains that were contained within the city limits, Naksan Mountain being one of them. Of the four mountains, Naksan was the smallest at just over 100m tall. The city wall that is along Naksan Mountain is divided by Hyehwamun Gate, Dongdaemun Gate, and Daehak-ro. For visitors that like to hike, they should take the Seoul City Wall trail from Hyehwamun to Dongdaemun or vice versa. If they prefer an easier route, they can begin the walk at Daehak-ro. Additionally, the park has been used as a filming location for many Hallyu dramas due to its beautiful scenary. Walk the old city wall and take in the beatiful twinkling lights of Seoul at Naksan Park. Frequently Asked Questions about Naksan Park How much is parking at Naksan Park? The parking fee at Naksan Park is 300 KRW per 10 minutes, and the parking can accommodate 29 cars. Since the parking lot is limited, it is recommended to inquire in advance (02-743-7985). (As of 2024) How much is the entrance fee to Naksan Park? Naksan Park is open to all and free of charge. Can I enter Naksan Park 24 hours a day? Yes. Naksan Park is open 24 hours a day, 7 days a week.","41, Naksan-gil, Jongno-gu, Seoul, Korea (동숭동)",37.5805926127615,127.006531505857,,,"SeoulNightWalk, SeoulWalkingTrail, NaksanParkNightView, SeoulNightView, NightViewRecommendation, Seoul, NaksanPark, SeoulAtNight, SeoulCityWall, NightViewSpot, SeoulDateActivity, SeoulNightView, SeoulNightViewSpot",http://parks.seoul.go.kr/template/sub/naksan.do,,
002189,ENP002189,en,attraction,Culture > Parks,Boramae Park,"Boramae Park is a popular public park located in Sindaebang-dong, Dongjak-gu.","Boramae Park is a popular public park located in Sindaebang-dong, Dongjak-gu. The park was established on the former site of the Korean Air Force Academy. The Seoul Metropolitan Government took over the site and transformed it into a sprawling public park with many amenities and features. There is a sports field, lots of grassy areas, a walking trail, a jogging course, and a swimming pool. Additional facilities include a library, a youth and family center, a small zoo, a welfare center for the disabled, and the Nambu Senior Welfare Service Center. Enjoy airplane sculptures in the air park and bring your dog to the dog park for a day out. In spring, enjoy the beautiful scenery of cherry blossoms and tulips while in autumn, take in the romantic colors of the autumn leaves on an outing with loved ones.","33, Yeouidaebang-ro 20-gil, Dongjak-gu, Seoul",37.49040891592444,126.91795719416524,The park is open at all time times.,,"Culture, Park, SindaebangStation, Nature, ClimbingWall, BoramaeStation",http://parks.seoul.go.kr/template/sub/worldcuppark.do,,
